Venue,Date,Day of Week,Event/Artist Name,Genre,Promoter Code,Promoter Name,Tickets Sold,Venue Capacity,Capacity Rate,Gross Ticket Revenue,Avg Ticket Price (incl. TW rebate),Bar Revenue,Avg Alcohol $/Guest,Band(s) Guarantee,% of Gross Ticket Revenue,Gate Settlement Gain/(Loss),Show Gross Proceeds,Source Year (file),Source File,Data Notes,Date_parsed
Magic Stick,2022-04-26,2022-04-26 00:00:00,The Bouncing Sould,Rock,1.0,In-House - Zach,325.0,800.0,0.40625,10239.75,31.50692308,5143.0,15.82461538,7500.0,0.7324397568,-4429.2,713.8,2022,2022_Magic_Stick.xlsx,,2022-04-26
Magic Stick,2022-04-29,2022-04-29 00:00:00,Disclosure,Electronic/Dance,5.0,Paxahau - Tom Pattyn,782.0,750.0,1.042666667,33458.0,42.78516624,23710.0,30.31969309,13800.0,0.4124574093,10403.24,34113.24,2022,2022_Magic_Stick.xlsx,,2022-04-29
Majestic Theatre,2022-04-30,2022-04-30 00:00:00,Ben De La Crème,Comedy/Other,,,285.0,400.0,0.7125,19752.0,69.30526316,2888.66,10.13564912,9447.32,0.4782968813,4098.08,6986.74,2022,Majestic_AEG_2022.xlsx,,2022-04-30
Majestic Theatre,2022-05-04,2022-05-04 00:00:00,Big KRIT,Hip-Hop/R&B,,,410.0,1100.0,0.3727272727,20092.5,49.00609756,7025.53,17.13543902,11500.0,0.572352868,-3866.76,3158.77,2022,Majestic_AEG_2022.xlsx,,2022-05-04
Majestic Theatre,2022-05-05,2022-05-05 00:00:00,Mxmtoon,Pop,,,701.0,1100.0,0.6372727273,26430.0,37.70328103,2280.43,3.253109843,12500.0,0.4729474082,4229.87,6510.3,2022,Majestic_AEG_2022.xlsx,,2022-05-05
Magic Stick,2022-05-06,2022-05-06 00:00:00,Molchat Doma,Rock,,,772.0,800.0,0.965,18214.5,23.59391192,7595.43,9.838639896,7327.82,0.4023069533,6176.34,13771.77,2022,2022_Magic_Stick.xlsx,,2022-05-06
Majestic Theatre,2022-05-06,2022-05-06 00:00:00,Lights,Pop,,,608.0,1100.0,0.5527272727,19744.0,32.47368421,7813.79,12.85162829,14500.0,0.7344003241,281.71,8095.5,2022,Majestic_AEG_2022.xlsx,,2022-05-06
Majestic Theatre,2022-05-07,2022-05-07 00:00:00,070 Shake,Hip-Hop/R&B,,,633.0,1100.0,0.5754545455,27592.16,43.58951027,5635.87,8.90342812,13000.0,0.4711483262,1277.82,6913.69,2022,Majestic_AEG_2022.xlsx,,2022-05-07
Majestic Theatre,2022-05-08,2022-05-08 00:00:00,Omar Apollo,Pop,,,916.0,1100.0,0.8327272727,32866.5,35.88045852,6095.93,6.654945415,11007.0,0.3349002784,9603.85,15699.78,2022,Majestic_AEG_2022.xlsx,,2022-05-08
Majestic Theatre,2022-05-10,2022-05-10 00:00:00,NoCap,Hip-Hop/R&B,,,1100.0,1100.0,1.0,35316.5,32.10590909,7698.3,6.998454545,15500.0,0.4388883383,11466.08,19164.38,2022,Majestic_AEG_2022.xlsx,,2022-05-10
Majestic Theatre,2022-05-12,2022-05-12 00:00:00,Testament,Metal/Hard Rock,,,1100.0,1100.0,1.0,39930.0,36.3,17738.44,16.12585455,19241.87,0.4818900576,13747.35,31485.79,2022,Majestic_AEG_2022.xlsx,,2022-05-12
Majestic Theatre,2022-05-13,1900-07-11 00:00:00,Pineapple Thief,Rock,,,193.0,400.0,0.4825,8213.0,42.55440415,1958.91,10.14979275,5000.0,0.6087909412,-2494.44,-535.53,2022,Majestic_AEG_2022.xlsx,,2022-05-13
Magic Stick,2022-05-13,2022-05-13 00:00:00,Korolova,Electronic/Dance,5.0,Paxahau - Tom Pattyn,257.0,750.0,0.3426666667,5890.5,22.92023346,8594.05,33.43988327,3750.0,0.6366182837,-1643.88,6950.17,2022,2022_Magic_Stick.xlsx,,2022-05-13
Majestic Theatre,2022-05-14,2022-05-14 00:00:00,Jacob Collier,Jazz/Blues/Soul,,,1200.0,1100.0,1.090909091,53199.0,44.3325,5539.43,4.616191667,23159.13,0.4353301754,16454.91,21994.34,2022,Majestic_AEG_2022.xlsx,,2022-05-14
Majestic Theatre,2022-05-15,2022-05-15 00:00:00,Sinisterhood Podcast,Comedy/Other,,,122.0,400.0,0.305,5543.0,45.43442623,1616.15,13.24713115,2000.0,0.3608154429,-2248.88,-632.73,2022,Majestic_AEG_2022.xlsx,,2022-05-15
Majestic Theatre,2022-05-17,2022-05-17 00:00:00,Turnstile,Metal/Hard Rock,,,1100.0,1100.0,1.0,34617.5,31.47045455,18185.81,16.53255455,17000.0,0.4910811006,10246.15,28431.96,2022,Majestic_AEG_2022.xlsx,,2022-05-17
Majestic Theatre,2022-05-18,2022-05-18 00:00:00,Symphony X,Metal/Hard Rock,,,399.0,1100.0,0.3627272727,14693.0,36.8245614,4528.59,11.34984962,12000.0,0.8167154427,-3001.62,1526.97,2022,Majestic_AEG_2022.xlsx,,2022-05-18
Magic Stick,2022-05-20,2022-05-20 00:00:00,Terror,Metal/Hard Rock,3.0,Black Iris,517.0,750.0,0.6893333333,10853.0,20.99226306,0.0,0.0,5150.0,0.4745231733,1258.51,1258.51,2022,2022_Magic_Stick.xlsx,,2022-05-20
Majestic Theatre,2022-05-20,2022-05-20 00:00:00,Hayden James,Electronic/Dance,,,391.0,1100.0,0.3554545455,12209.5,31.22634271,7700.45,19.69424552,8500.0,0.6961792047,-3457.5,4242.95,2022,Majestic_AEG_2022.xlsx,,2022-05-20
Majestic Theatre,2022-05-21,2022-05-21 00:00:00,Nothing Nowhere,Rock,,,575.0,1100.0,0.5227272727,18156.0,31.57565217,8129.6,14.13843478,15500.0,0.8537122714,-3719.16,4410.44,2022,Majestic_AEG_2022.xlsx,,2022-05-21
Magic Stick,2022-05-21,2022-05-21 00:00:00,Justin Jay,Electronic/Dance,5.0,Paxahau - Tom Pattyn,189.0,1503.0,0.125748503,4700.0,24.86772487,0.0,0.0,4450.0,0.9468085106,-3592.24,-3592.24,2022,2022_Magic_Stick.xlsx,,2022-05-21
Majestic Theatre,2022-05-24,2022-05-24 00:00:00,Freddie Gibbs,Hip-Hop/R&B,,,1106.0,1100.0,1.005454545,38653.5,34.94891501,12626.41,11.41628391,17474.62,0.4520837699,13012.79,25639.2,2022,Majestic_AEG_2022.xlsx,,2022-05-24
Majestic Theatre,2022-05-24,2022-05-24 00:00:00,Arkells,Rock,,,630.0,1100.0,0.5727272727,20387.0,32.36031746,9662.27,15.33693651,15500.0,0.7602884191,-2669.04,6993.23,2022,Majestic_AEG_2022.xlsx,,2022-05-24
Magic Stick,2022-05-27,2022-05-27 00:00:00,Dsert Hearts,Electronic/Dance,,,667.0,750.0,0.8893333333,20675.0,30.9970015,19624.0,29.42128936,10000.0,0.4836759371,2649.84,22273.84,2022,2022_Magic_Stick.xlsx,,2022-05-27
Magic Stick,2022-05-28,2022-05-28 00:00:00,Claude Von Stroke,Electronic/Dance,,,812.0,800.0,1.015,35071.0,43.1908867,17145.0,21.11453202,15000.0,0.4277038009,11184.25,28329.25,2022,2022_Magic_Stick.xlsx,,2022-05-28
Majestic Theatre,2022-05-28,2022-05-28 00:00:00,Aurora,Pop,,,1100.0,1100.0,1.0,34643.5,31.49409091,5347.56,4.861418182,16000.0,0.4618470997,12990.6,18338.16,2022,Majestic_AEG_2022.xlsx,,2022-05-28
Magic Stick,2022-05-29,2022-05-29 00:00:00,Inner City,Electronic/Dance,,,774.0,800.0,0.9675,33728.0,43.57622739,0.0,0.0,15000.0,0.4447343454,8637.57,8637.57,2022,2022_Magic_Stick.xlsx,,2022-05-29
Magic Stick,2022-05-30,2022-05-30 00:00:00,Shiba San,Electronic/Dance,,,462.0,750.0,0.616,18401.0,39.82900433,0.0,0.0,12200.0,0.6630074452,-3295.04,-3295.04,2022,2022_Magic_Stick.xlsx,,2022-05-30
Majestic Theatre,2022-06-07,2022-06-07 00:00:00,Aly & AJ,Pop,,,660.0,1100.0,0.6,33045.0,50.06818182,7297.85,11.05734848,9085.41,0.2749405356,8372.01,15669.86,2022,Majestic_AEG_2022.xlsx,,2022-06-07
Majestic Theatre,2022-06-08,2022-06-08 00:00:00,Pusha T,Hip-Hop/R&B,,,1100.0,1100.0,1.0,46540.0,42.30909091,16732.78,15.21161818,25000.0,0.5371723249,15453.43,32186.21,2022,Majestic_AEG_2022.xlsx,,2022-06-08
Magic Stick,2022-06-10,2022-06-10 00:00:00,Hannah Wants,Electronic/Dance,5.0,Paxahau - Tom Pattyn,180.0,750.0,0.24,4362.0,24.23333333,9458.0,52.54444444,3800.0,0.8711600183,-3107.0,6351.0,2022,2022_Magic_Stick.xlsx,,2022-06-10
Majestic Theatre,2022-06-11,2022-06-11 00:00:00,Hari Kondabolu,Comedy/Other,,,166.0,400.0,0.415,5164.0,31.10843373,1096.1,6.603012048,1600.0,0.3098373354,-1757.8,-661.7,2022,Majestic_AEG_2022.xlsx,,2022-06-11
Majestic Theatre,2022-06-17,2022-06-17 00:00:00,Reality Gays,Comedy/Other,,,104.0,400.0,0.26,5968.5,57.38942308,2384.34,22.92634615,1500.0,0.251319427,-2708.77,-324.43,2022,Majestic_AEG_2022.xlsx,,2022-06-17
Magic Stick,2022-06-24,2022-06-24 00:00:00,Joel Korry,Electronic/Dance,5.0,Paxahau - Tom Pattyn,444.0,750.0,0.592,11083.25,24.96227477,16889.5,38.03941441,5000.0,0.4511312115,1273.7,18163.2,2022,2022_Magic_Stick.xlsx,,2022-06-24
Magic Stick,2022-06-25,2022-06-25 00:00:00,Biscits,Electronic/Dance,,,185.0,754.0,0.2453580902,3838.5,20.74864865,5915.0,31.97297297,2500.0,0.6512960792,-579.51,5335.49,2022,2022_Magic_Stick.xlsx,,2022-06-25
Magic Stick,2022-07-01,2022-07-01 00:00:00,Booka Shade,Electronic/Dance,5.0,Paxahau - Tom Pattyn,401.0,750.0,0.5346666667,10111.25,25.21508728,13596.0,33.90523691,5400.0,0.5340585981,-1583.6,12012.4,2022,2022_Magic_Stick.xlsx,,2022-07-01
Magic Stick,2022-07-12,2022-07-12 00:00:00,Fllight Facilities,Electronic/Dance,5.0,Paxahau - Tom Pattyn,505.0,800.0,0.63125,13974.25,27.67178218,8870.0,17.56435644,6000.0,0.4293611464,2529.21,11399.21,2022,2022_Magic_Stick.xlsx,,2022-07-12
Majestic Theatre,2022-07-23,2022-07-23 00:00:00,Pinegrove,Rock,,,967.0,1100.0,0.8790909091,27058.0,27.98138573,12038.93,12.44977249,16000.0,0.5913223446,4320.51,16359.44,2022,Majestic_AEG_2022.xlsx,,2022-07-23
Magic Stick,2022-08-02,2022-08-02 00:00:00,The Regrettes,Rock,1.0,In-House - Zach,266.0,800.0,0.3325,6544.5,24.60338346,1396.18,5.248796992,8000.0,1.222400489,-5089.91,-3693.73,2022,2022_Magic_Stick.xlsx,,2022-08-02
Majestic Theatre,2022-08-05,2022-08-05 00:00:00,The Devil Wears Prada,Metal/Hard Rock,,,594.0,1100.0,0.54,16644.0,28.02020202,9332.89,15.71193603,12150.0,0.7299927902,-1039.65,8293.24,2022,Majestic_AEG_2022.xlsx,,2022-08-05
Majestic Theatre,2022-08-06,2022-08-06 00:00:00,Doughboys,Comedy/Other,,,328.0,400.0,0.82,17877.0,54.50304878,4660.97,14.21027439,10000.0,0.5593779717,2486.41,7147.38,2022,Majestic_AEG_2022.xlsx,,2022-08-06
Majestic Theatre,2022-08-07,2022-08-07 00:00:00,Joyce Manor,Rock,,,680.0,1100.0,0.6181818182,25800.5,37.94191176,9033.94,13.28520588,20000.0,0.7751787756,-513.98,8519.96,2022,Majestic_AEG_2022.xlsx,,2022-08-07
Majestic Theatre,2022-08-11,2022-08-11 00:00:00,Polyphia,Rock,,,1100.0,1100.0,1.0,34468.0,31.33454545,11597.25,10.54295455,15175.41,0.4402753278,14172.28,25769.53,2022,Majestic_AEG_2022.xlsx,,2022-08-11
Majestic Theatre,2022-08-13,2022-08-13 00:00:00,CAM,Country/Americana,,,177.0,1100.0,0.1609090909,7055.5,39.86158192,2648.44,14.96293785,7000.0,0.9921337963,-6932.49,-4284.05,2022,Majestic_AEG_2022.xlsx,,2022-08-13
Majestic Theatre,2022-08-19,2022-08-19 00:00:00,Midnight Tyrannosaurus,Electronic/Dance,,,468.0,1100.0,0.4254545455,13941.5,29.78952991,7054.27,15.0732265,5250.0,0.3765735394,137.29,7191.56,2022,Majestic_AEG_2022.xlsx,,2022-08-19
Majestic Theatre,2022-09-04,2022-09-04 00:00:00,James Bay,Pop,,,827.0,1100.0,0.7518181818,31264.0,37.80411125,9100.6,11.00435308,22000.0,0.7036847492,1175.96,10276.56,2022,Majestic_AEG_2022.xlsx,,2022-09-04
Majestic Theatre,2022-09-06,2022-09-06 00:00:00,Snail Mail,Rock,,,826.0,1100.0,0.7509090909,24443.5,29.59261501,6334.77,7.669213075,10767.84,0.4405195655,5914.34,12249.11,2022,Majestic_AEG_2022.xlsx,,2022-09-06
Magic Stick,2022-09-07,2022-09-07 00:00:00,Boris/Nothing,Metal/Hard Rock,1.0,In-House - Zach,304.0,700.0,0.4342857143,8940.0,29.40789474,2950.0,9.703947368,5500.0,0.615212528,-104.08,2845.92,2022,2022_Magic_Stick.xlsx,,2022-09-07
Majestic Theatre,2022-09-08,2022-09-08 00:00:00,Golden Features,Electronic/Dance,,,450.0,1100.0,0.4090909091,9298.0,20.66222222,5677.83,12.6174,5000.0,0.5377500538,-3761.4,1916.43,2022,Majestic_AEG_2022.xlsx,,2022-09-08
Majestic Theatre,2022-09-11,2022-09-11 00:00:00,Dinosaur Jr,Rock,,,1129.0,1100.0,1.026363636,41687.0,36.9238264,10418.59,9.228157662,18324.0,0.439561494,14767.81,25186.4,2022,Majestic_AEG_2022.xlsx,,2022-09-11
Magic Stick,2022-09-16,2022-09-16 00:00:00,Josh Butler,Electronic/Dance,5.0,Paxahau - Tom Pattyn,153.0,800.0,0.19125,4318.75,28.22712418,4448.91,29.07784314,3150.0,0.7293777135,-1605.4,2843.51,2022,2022_Magic_Stick.xlsx,,2022-09-16
Magic Stick,2022-09-21,2022-09-21 00:00:00,Enter Shikari,Metal/Hard Rock,1.0,In-House - Zach,444.0,750.0,0.592,11203.75,25.23367117,4637.0,10.44369369,6500.0,0.5801628919,1327.83,5964.83,2022,2022_Magic_Stick.xlsx,,2022-09-21
Majestic Theatre,2022-09-23,2022-09-23 00:00:00,Bomba Estereo,Rock,,,758.0,1100.0,0.6890909091,27682.66,36.52065963,14036.73,18.51811346,16095.0,0.5814108904,1018.81,15055.54,2022,Majestic_AEG_2022.xlsx,,2022-09-23
Magic Stick,2022-09-23,2022-09-23 00:00:00,Kasbo,Electronic/Dance,1.0,In-House - Zach,371.0,750.0,0.4946666667,8823.75,23.78369272,8835.0,23.81401617,10000.0,1.133305001,-5785.22,3049.78,2022,2022_Magic_Stick.xlsx,,2022-09-23
Majestic Theatre,2022-09-27,2022-09-27 00:00:00,Amyl and the Sniffers,Rock,,,936.0,1100.0,0.8509090909,31162.26,33.29301282,15400.6,16.45363248,11663.39,0.3742793366,10992.75,26393.35,2022,Majestic_AEG_2022.xlsx,,2022-09-27
Magic Stick,2022-09-29,2022-09-29 00:00:00,Ben Bohmer,Electronic/Dance,5.0,Paxahau - Tom Pattyn,849.0,800.0,1.06125,22929.25,27.0073616,20321.0,23.9352179,7300.0,0.3183706401,5157.31,25478.31,2022,2022_Magic_Stick.xlsx,,2022-09-29
Majestic Theatre,2022-09-30,2022-09-30 00:00:00,Stereolab,Rock,,,938.0,1100.0,0.8527272727,43547.0,46.42537313,10789.43,11.50259062,30000.0,0.688910832,6686.8,17476.23,2022,Majestic_AEG_2022.xlsx,,2022-09-30
Majestic Theatre,2022-10-01,2022-10-01 00:00:00,Two Feet,Electronic/Dance,,,1030.0,1100.0,0.9363636364,33687.5,32.70631068,16369.46,15.89267961,13431.67,0.3987137662,11658.61,28028.07,2022,Majestic_AEG_2022.xlsx,,2022-10-01
Majestic Theatre,2022-10-04,2022-10-04 00:00:00,Muna,Pop,,,871.0,1100.0,0.7918181818,34250.0,39.32261768,8509.9,9.770264064,12958.17,0.3783407299,11920.94,20430.84,2022,Majestic_AEG_2022.xlsx,,2022-10-04
Majestic Theatre,2022-10-06,2022-10-06 00:00:00,Deorro,Electronic/Dance,,,355.0,1100.0,0.3227272727,11361.5,32.00422535,8196.23,23.08797183,6900.0,0.6073141751,8916.23,17112.46,2022,Majestic_AEG_2022.xlsx,,2022-10-06
Majestic Theatre,2022-10-10,2022-10-10 00:00:00,Black Angels,Rock,,,428.0,1100.0,0.3890909091,13978.0,32.6588785,6174.52,14.4264486,7000.0,0.5007869509,-646.65,5527.87,2022,Majestic_AEG_2022.xlsx,,2022-10-10
Majestic Theatre,2022-10-13,2022-10-13 00:00:00,Monolink,Electronic/Dance,,,387.0,1100.0,0.3518181818,12635.5,32.6498708,8796.16,22.72909561,5000.0,0.3957104982,-1500.53,7295.63,2022,Majestic_AEG_2022.xlsx,,2022-10-13
Magic Stick,2022-10-13,2022-10-13 00:00:00,Flamingosis,Jazz/Blues/Soul,1.0,In-House - Zach,238.0,800.0,0.2975,6079.25,25.54306723,4553.0,19.1302521,4250.0,0.6990993955,-1160.51,3392.49,2022,2022_Magic_Stick.xlsx,,2022-10-13
Magic Stick,2022-10-14,2022-10-14 00:00:00,Twin Temple,Metal/Hard Rock,1.0,In-House - Zach,666.0,800.0,0.8325,19394.5,29.12087087,8794.0,13.2042042,6300.0,0.3248343603,3719.52,12513.52,2022,2022_Magic_Stick.xlsx,,2022-10-14
Majestic Theatre,2022-10-15,2022-10-15 00:00:00,SG Lewis,Electronic/Dance,,,548.0,1100.0,0.4981818182,15772.5,28.78193431,8796.33,16.05169708,8500.0,0.5389126644,-211.48,8584.85,2022,Majestic_AEG_2022.xlsx,,2022-10-15
Magic Stick,2022-10-15,2022-10-15 00:00:00,Ben Sterling,Electronic/Dance,,,204.0,750.0,0.272,5842.25,28.63848039,8738.0,42.83333333,3650.0,0.6247592965,-860.62,7877.38,2022,2022_Magic_Stick.xlsx,,2022-10-15
Majestic Theatre,2022-10-17,2022-10-17 00:00:00,The Knocks,Electronic/Dance,,,875.0,1100.0,0.7954545455,36347.0,41.53942857,15542.77,17.76316571,14500.0,0.3989325116,8541.36,24084.13,2022,Majestic_AEG_2022.xlsx,,2022-10-17
Majestic Theatre,2022-10-20,2022-10-20 00:00:00,Sofi Tukker,Electronic/Dance,,,1124.0,1100.0,1.021818182,39464.26,35.1105516,16340.7,14.53798932,13000.0,0.3294119793,11032.4,27373.1,2022,Majestic_AEG_2022.xlsx,,2022-10-20
Majestic Theatre,2022-10-21,2022-10-21 00:00:00,Yung Bae,Electronic/Dance,,,325.0,1100.0,0.2954545455,10849.32,33.38252308,5098.64,15.68812308,5900.0,0.5438128841,-3568.26,1530.38,2022,Majestic_AEG_2022.xlsx,,2022-10-21
Majestic Theatre,2022-10-26,2022-10-26 00:00:00,Lucero,Rock,,,291.0,1100.0,0.2645454545,10393.5,35.71649485,8187.63,28.13618557,8000.0,0.7697118391,-4800.9,3386.73,2022,Majestic_AEG_2022.xlsx,,2022-10-26
Majestic Theatre,2022-10-29,2022-10-29 00:00:00,Kameron Marlowe,Country/Americana,,,627.0,1100.0,0.57,21509.0,34.3046252,14787.24,23.58411483,400.0,0.01859686643,5298.92,20086.16,2022,Majestic_AEG_2022.xlsx,,2022-10-29
Majestic Theatre,2022-11-02,2022-11-02 00:00:00,Tegan and Sara,Pop,,,736.0,1100.0,0.6690909091,47019.16,63.88472826,9164.62,12.45192935,30500.0,0.648671733,-11789.91,-2625.29,2022,Majestic_AEG_2022.xlsx,,2022-11-02
Majestic Theatre,2022-11-04,2022-11-04 00:00:00,Alex G ,Rock,,,1100.0,1100.0,1.0,34399.5,,8966.11,,2000.0,0.05814037995,10154.63,19120.74,2022,Majestic_AEG_2022.xlsx,,2022-11-04
Majestic Theatre,2022-11-07,2022-11-07 00:00:00,Too Many Zoos,Jazz/Blues/Soul,,,428.0,1100.0,0.3890909091,13786.5,32.2114486,5896.73,13.77740654,700.0,0.0507743082,-646.52,5250.21,2022,Majestic_AEG_2022.xlsx,,2022-11-07
Majestic Theatre,2022-11-08,2022-11-08 00:00:00,Godspeed You! Black Emperor,Rock,,,708.0,1100.0,0.6436363636,25927.5,36.62076271,6839.95,9.660946328,15000.0,0.5785363032,2619.23,9459.18,2022,Majestic_AEG_2022.xlsx,,2022-11-08
Majestic Theatre,2022-11-09,2022-11-09 00:00:00,Men I Trust,Rock,,,1100.0,1100.0,1.0,33913.5,30.83045455,7480.42,6.800381818,14000.0,0.4128149557,10193.09,17673.51,2022,Majestic_AEG_2022.xlsx,,2022-11-09
Magic Stick,2022-11-11,2022-11-11 00:00:00,Alaska,Comedy/Other,,,671.0,750.0,0.8946666667,28062.5,41.8219076,10113.0,15.07153502,14267.4,0.5084151448,9789.1,19902.1,2022,2022_Magic_Stick.xlsx,,2022-11-11
Majestic Theatre,2022-11-12,2022-11-12 00:00:00,Jake Scott,Pop,,,362.0,1100.0,0.3290909091,9346.0,25.81767956,3294.99,9.10218232,750.0,0.08024823454,-1546.24,1748.75,2022,Majestic_AEG_2022.xlsx,,2022-11-12
Magic Stick,2022-11-12,2022-11-12 00:00:00,Patrick Topping,Electronic/Dance,5.0,Paxahau - Tom Pattyn,460.0,830.0,0.5542168675,15043.0,32.70217391,13238.0,28.77826087,10200.0,0.6780562388,-2098.1,11139.9,2022,2022_Magic_Stick.xlsx,,2022-11-12
Majestic Theatre,2022-11-14,2022-11-14 00:00:00,AFI,Metal/Hard Rock,,,1200.0,1100.0,1.090909091,50056.69,41.71390833,12180.72,10.1506,33500.0,0.6692412143,7124.39,19305.11,2022,Majestic_AEG_2022.xlsx,,2022-11-14
Majestic Theatre,2022-11-16,2022-11-16 00:00:00,Plains,Rock,,,281.0,1100.0,0.2554545455,8216.0,29.23843416,3899.72,13.87800712,1643.35,0.2000182571,-864.44,3035.28,2022,Majestic_AEG_2022.xlsx,,2022-11-16
Magic Stick,2022-11-17,2022-11-17 00:00:00,Lakeyah,Hip-Hop/R&B,1.0,In-House - Zach,345.0,850.0,0.4058823529,8732.75,25.31231884,3371.0,9.771014493,4050.78,0.4638607541,-306.37,3064.63,2022,2022_Magic_Stick.xlsx,,2022-11-17
Majestic Theatre,2022-11-19,2022-11-19 00:00:00,Chloe Moriondo,Pop,,,433.0,1100.0,0.3936363636,16124.5,37.23903002,2305.3,5.324018476,950.0,0.05891655555,-3040.76,-735.46,2022,Majestic_AEG_2022.xlsx,,2022-11-19
Majestic Theatre,2022-11-22,2022-11-22 00:00:00,Charley Crocket,Country/Americana,,,1100.0,1100.0,1.0,36511.0,33.19181818,20238.89,18.39899091,14500.0,0.3971405878,11230.21,31469.1,2022,Majestic_AEG_2022.xlsx,,2022-11-22
Magic Stick,2022-11-23,2022-11-23 00:00:00,Christoph/Spencer Brown,Electronic/Dance,5.0,Paxahau - Tom Pattyn,371.0,850.0,0.4364705882,6680.0,18.00539084,,0.0,5300.0,0.7934131737,-2306.29,-2306.29,2022,2022_Magic_Stick.xlsx,,2022-11-23
Magic Stick,2022-11-30,2022-11-30 00:00:00,Kevin Saunderson,Electronic/Dance,5.0,Paxahau - Tom Pattyn,448.0,800.0,0.56,13530.0,30.20089286,,0.0,7300.0,0.5395417591,-2559.97,-2559.97,2022,2022_Magic_Stick.xlsx,,2022-11-30
Majestic Theatre,2022-12-04,2022-12-04 00:00:00,Trampled by Turtles,Country/Americana,,,1061.0,1100.0,0.9645454545,46076.0,43.4269557,16509.75,15.56055608,23500.0,0.5100269121,10958.42,27468.17,2022,Majestic_AEG_2022.xlsx,,2022-12-04
Majestic Theatre,2022-12-11,2022-12-11 00:00:00,Destroy Lonely ,Hip-Hop/R&B,,,1100.0,1100.0,1.0,49782.0,45.25636364,3834.33,3.485754545,10330.39,0.2075125547,19216.24,23050.57,2022,Majestic_AEG_2022.xlsx,,2022-12-11
Majestic Theatre,2022-12-14,2022-12-14 00:00:00,Sunn 0)),Metal/Hard Rock,,,486.0,1100.0,0.4418181818,21301.0,43.82921811,4866.89,10.01417695,5390.0,0.2530397634,1630.19,6497.08,2022,Majestic_AEG_2022.xlsx,,2022-12-14
Magic Stick,2022-12-16,2022-12-16 00:00:00,Moon Boots,Electronic/Dance,5.0,Paxahau - Tom Pattyn,281.0,800.0,0.35125,7073.0,25.17081851,8126.77,28.92088968,4300.0,0.607945709,-690.54,7436.23,2022,2022_Magic_Stick.xlsx,,2022-12-16
Majestic Theatre,2022-12-28,2022-12-28 00:00:00,Sevendust,Metal/Hard Rock,,,1100.0,1100.0,1.0,50816.0,46.19636364,24491.46,22.26496364,21250.0,0.4181753778,9734.23,34225.69,2022,Majestic_AEG_2022.xlsx,,2022-12-28
Majestic Theatre,2023-01-18,2023-01-18 00:00:00,The Sound of Animals Fighting,Metal/Hard Rock,,,572.0,1100.0,0.52,20924.5,36.58129370629371,9208.34,16.0984965034965,18250.0,0.8721833257664461,-4701.79,4506.55,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-01-18
Magic Stick,2023-01-21,2023-01-21 00:00:00,Jodi Wisternoff,Electronic/Dance,1.0,In-House - Zach,222.0,750.0,0.296,5574.0,25.10810811,6050.0,27.25225225,4500.0,0.8073196986,-2057.41,3992.59,2023,2023_Magic_Stick.xlsx,,2023-01-21
Majestic Theatre,2023-01-21,2023-01-21 00:00:00,KaiWachi,Electronic/Dance,,,1100.0,1100.0,1.0,29256.0,26.59636363636364,16979.42,15.43583636363636,8968.6,0.306555920153131,13676.04,30655.46,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-01-21
Majestic Theatre,2023-01-26,2023-01-26 00:00:00,The Floozies,Electronic/Dance,,,496.0,1100.0,0.4509090909090909,13983.5,28.19254032258064,12222.7,24.64254032258065,8100.0,0.5792541209282368,-1334.07,10888.63,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-01-26
Magic Stick,2023-01-27,2023-01-27 00:00:00,Shlump,Electronic/Dance,,,182.0,750.0,0.2426666667,4227.0,23.22527473,,0.0,4000.0,0.9462976106,-2809.49,-2809.49,2023,2023_Magic_Stick.xlsx,,2023-01-27
Majestic Theatre,2023-01-28,2023-01-28 00:00:00,Of the Trees,Electronic/Dance,,,1100.0,1100.0,1.0,31193.0,28.35727272727273,17342.49,15.7659,10189.82,0.3266700862372968,10098.11,27440.6,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-01-28
Majestic Theatre,2023-02-01,2023-02-01 00:00:00,Angel Olsen,Rock,,,839.0,1100.0,0.7627272727272727,31075.0,37.03814064362336,8040.27,9.58315852205006,21000.0,0.6757843925985519,2863.81,10904.08,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-02-01
Majestic Theatre,2023-02-02,2023-02-02 00:00:00,Lotus,Rock,,,443.0,1100.0,0.4027272727272727,13850.0,31.26410835214447,11219.6,25.32641083521445,10000.0,0.7220216606498195,-3012.57,8207.029999999999,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-02-02
Magic Stick,2023-02-03,2023-02-03 00:00:00,Adam Melchor,Pop,1.0,In-House - Zach,265.0,750.0,0.3533333333,8425.75,31.79528302,1804.0,6.80754717,5000.0,0.5934189835,-2218.01,-414.01,2023,2023_Magic_Stick.xlsx,,2023-02-03
Majestic Theatre,2023-02-05,2023-02-05 00:00:00,Ride/Charlatans UK,Rock,,,1100.0,1100.0,1.0,55410.0,50.37272727272728,18493.47,16.81224545454545,25938.92,0.4681270528785417,17404.46,35897.93,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-02-05
